Date,Year,Month,Unit,Animal,Weight,Commercial_Or_Federally_Inspected,Live_Or_Dressed,Type_Of_Meat
Mar-1990,1990,3,Average Weight in Pounds,Heifers,667,Federally Inspected,Dressed,Red Meat
Feb-1990,1990,2,Average Weight in Pounds,Heifers,672,Federally Inspected,Dressed,Red Meat
Jan-1990,1990,1,Average Weight in Pounds,Heifers,676,Federally Inspected,Dressed,Red Meat
Dec-1989,1989,12,Average Weight in Pounds,Heifers,685,Federally Inspected,Dressed,Red Meat
Nov-1989,1989,11,Average Weight in Pounds,Heifers,692,Federally Inspected,Dressed,Red Meat
Oct-1989,1989,10,Average Weight in Pounds,Heifers,690,Federally Inspected,Dressed,Red Meat
Sep-1989,1989,9,Average Weight in Pounds,Heifers,683,Federally Inspected,Dressed,Red Meat
Aug-1989,1989,8,Average Weight in Pounds,Heifers,673,Federally Inspected,Dressed,Red Meat
Jul-1989,1989,7,Average Weight in Pounds,Heifers,661,Federally Inspected,Dressed,Red Meat
Jun-1989,1989,6,Average Weight in Pounds,Heifers,655,Federally Inspected,Dressed,Red Meat
May-1989,1989,5,Average Weight in Pounds,Heifers,646,Federally Inspected,Dressed,Red Meat
Apr-1989,1989,4,Average Weight in Pounds,Heifers,653,Federally Inspected,Dressed,Red Meat
Mar-1989,1989,3,Average Weight in Pounds,Heifers,658,Federally Inspected,Dressed,Red Meat
Feb-1989,1989,2,Average Weight in Pounds,Heifers,667,Federally Inspected,Dressed,Red Meat
Jan-1989,1989,1,Average Weight in Pounds,Heifers,673,Federally Inspected,Dressed,Red Meat
Dec-1988,1988,12,Average Weight in Pounds,Heifers,667,Federally Inspected,Dressed,Red Meat
Nov-1988,1988,11,Average Weight in Pounds,Heifers,667,Federally Inspected,Dressed,Red Meat
Oct-1988,1988,10,Average Weight in Pounds,Heifers,675,Federally Inspected,Dressed,Red Meat
Sep-1988,1988,9,Average Weight in Pounds,Heifers,667,Federally Inspected,Dressed,Red Meat
Aug-1988,1988,8,Average Weight in Pounds,Heifers,660,Federally Inspected,Dressed,Red Meat
Jul-1988,1988,7,Average Weight in Pounds,Heifers,654,Federally Inspected,Dressed,Red Meat
Jun-1988,1988,6,Average Weight in Pounds,Heifers,645,Federally Inspected,Dressed,Red Meat
May-1988,1988,5,Average Weight in Pounds,Heifers,643,Federally Inspected,Dressed,Red Meat
Apr-1988,1988,4,Average Weight in Pounds,Heifers,648,Federally Inspected,Dressed,Red Meat
Mar-1988,1988,3,Average Weight in Pounds,Heifers,650,Federally Inspected,Dressed,Red Meat
Feb-1988,1988,2,Average Weight in Pounds,Heifers,649,Federally Inspected,Dressed,Red Meat
Jan-1988,1988,1,Average Weight in Pounds,Heifers,651,Federally Inspected,Dressed,Red Meat
Dec-1987,1987,12,Average Weight in Pounds,Heifers,655,Federally Inspected,Dressed,Red Meat
Nov-1987,1987,11,Average Weight in Pounds,Heifers,664,Federally Inspected,Dressed,Red Meat
Oct-1987,1987,10,Average Weight in Pounds,Heifers,666,Federally Inspected,Dressed,Red Meat
Sep-1987,1987,9,Average Weight in Pounds,Heifers,656,Federally Inspected,Dressed,Red Meat
Aug-1987,1987,8,Average Weight in Pounds,Heifers,647,Federally Inspected,Dressed,Red Meat
Jul-1987,1987,7,Average Weight in Pounds,Heifers,637,Federally Inspected,Dressed,Red Meat
Jun-1987,1987,6,Average Weight in Pounds,Heifers,628,Federally Inspected,Dressed,Red Meat
May-1987,1987,5,Average Weight in Pounds,Heifers,633,Federally Inspected,Dressed,Red Meat
Apr-1987,1987,4,Average Weight in Pounds,Heifers,636,Federally Inspected,Dressed,Red Meat
Mar-1987,1987,3,Average Weight in Pounds,Heifers,650,Federally Inspected,Dressed,Red Meat
Feb-1987,1987,2,Average Weight in Pounds,Heifers,649,Federally Inspected,Dressed,Red Meat
Jan-1987,1987,1,Average Weight in Pounds,Heifers,652,Federally Inspected,Dressed,Red Meat
Dec-1986,1986,12,Average Weight in Pounds,Heifers,641,Federally Inspected,Dressed,Red Meat
Nov-1986,1986,11,Average Weight in Pounds,Heifers,644,Federally Inspected,Dressed,Red Meat
Oct-1986,1986,10,Average Weight in Pounds,Heifers,645,Federally Inspected,Dressed,Red Meat
Sep-1986,1986,9,Average Weight in Pounds,Heifers,643,Federally Inspected,Dressed,Red Meat
Aug-1986,1986,8,Average Weight in Pounds,Heifers,639,Federally Inspected,Dressed,Red Meat
Jul-1986,1986,7,Average Weight in Pounds,Heifers,636,Federally Inspected,Dressed,Red Meat
Jun-1986,1986,6,Average Weight in Pounds,Heifers,637,Federally Inspected,Dressed,Red Meat
May-1986,1986,5,Average Weight in Pounds,Heifers,648,Federally Inspected,Dressed,Red Meat
Apr-1986,1986,4,Average Weight in Pounds,Heifers,650,Federally Inspected,Dressed,Red Meat
Mar-1986,1986,3,Average Weight in Pounds,Heifers,646,Federally Inspected,Dressed,Red Meat
Feb-1986,1986,2,Average Weight in Pounds,Heifers,643,Federally Inspected,Dressed,Red Meat
Jan-1986,1986,1,Average Weight in Pounds,Heifers,637,Federally Inspected,Dressed,Red Meat
Dec-1985,1985,12,Average Weight in Pounds,Heifers,633,Federally Inspected,Dressed,Red Meat
Nov-1985,1985,11,Average Weight in Pounds,Heifers,648,Federally Inspected,Dressed,Red Meat
Oct-1985,1985,10,Average Weight in Pounds,Heifers,653,Federally Inspected,Dressed,Red Meat
Sep-1985,1985,9,Average Weight in Pounds,Heifers,654,Federally Inspected,Dressed,Red Meat
Aug-1985,1985,8,Average Weight in Pounds,Heifers,647,Federally Inspected,Dressed,Red Meat
Jul-1985,1985,7,Average Weight in Pounds,Heifers,640,Federally Inspected,Dressed,Red Meat
Jun-1985,1985,6,Average Weight in Pounds,Heifers,642,Federally Inspected,Dressed,Red Meat
May-1985,1985,5,Average Weight in Pounds,Heifers,643,Federally Inspected,Dressed,Red Meat
Apr-1985,1985,4,Average Weight in Pounds,Heifers,644,Federally Inspected,Dressed,Red Meat
Mar-1985,1985,3,Average Weight in Pounds,Heifers,634,Federally Inspected,Dressed,Red Meat
Feb-1985,1985,2,Average Weight in Pounds,Heifers,627,Federally Inspected,Dressed,Red Meat
Jan-1985,1985,1,Average Weight in Pounds,Heifers,623,Federally Inspected,Dressed,Red Meat
Dec-1984,1984,12,Average Weight in Pounds,Heifers,623,Federally Inspected,Dressed,Red Meat
Nov-1984,1984,11,Average Weight in Pounds,Heifers,627,Federally Inspected,Dressed,Red Meat
Oct-1984,1984,10,Average Weight in Pounds,Heifers,635,Federally Inspected,Dressed,Red Meat
Sep-1984,1984,9,Average Weight in Pounds,Heifers,625,Federally Inspected,Dressed,Red Meat
Aug-1984,1984,8,Average Weight in Pounds,Heifers,617,Federally Inspected,Dressed,Red Meat
Jul-1984,1984,7,Average Weight in Pounds,Heifers,610,Federally Inspected,Dressed,Red Meat
Jun-1984,1984,6,Average Weight in Pounds,Heifers,604,Federally Inspected,Dressed,Red Meat
May-1984,1984,5,Average Weight in Pounds,Heifers,609,Federally Inspected,Dressed,Red Meat
Apr-1984,1984,4,Average Weight in Pounds,Heifers,608,Federally Inspected,Dressed,Red Meat
Mar-1984,1984,3,Average Weight in Pounds,Heifers,612,Federally Inspected,Dressed,Red Meat
Feb-1984,1984,2,Average Weight in Pounds,Heifers,607,Federally Inspected,Dressed,Red Meat
Jan-1984,1984,1,Average Weight in Pounds,Heifers,599,Federally Inspected,Dressed,Red Meat
Dec-1983,1983,12,Average Weight in Pounds,Heifers,611,Federally Inspected,Dressed,Red Meat
Nov-1983,1983,11,Average Weight in Pounds,Heifers,626,Federally Inspected,Dressed,Red Meat
Oct-1983,1983,10,Average Weight in Pounds,Heifers,626,Federally Inspected,Dressed,Red Meat
Sep-1983,1983,9,Average Weight in Pounds,Heifers,620,Federally Inspected,Dressed,Red Meat
Aug-1983,1983,8,Average Weight in Pounds,Heifers,610,Federally Inspected,Dressed,Red Meat
Jul-1983,1983,7,Average Weight in Pounds,Heifers,608,Federally Inspected,Dressed,Red Meat
Jun-1983,1983,6,Average Weight in Pounds,Heifers,603,Federally Inspected,Dressed,Red Meat
May-1983,1983,5,Average Weight in Pounds,Heifers,603,Federally Inspected,Dressed,Red Meat
Apr-1983,1983,4,Average Weight in Pounds,Heifers,597,Federally Inspected,Dressed,Red Meat
Mar-1983,1983,3,Average Weight in Pounds,Heifers,607,Federally Inspected,Dressed,Red Meat
Feb-1983,1983,2,Average Weight in Pounds,Heifers,607,Federally Inspected,Dressed,Red Meat
Jan-1983,1983,1,Average Weight in Pounds,Heifers,611,Federally Inspected,Dressed,Red Meat
Dec-2023,2023,12,Average Weight in Pounds,Cows,628,Federally Inspected,Dressed,Red Meat
Nov-2023,2023,11,Average Weight in Pounds,Cows,619,Federally Inspected,Dressed,Red Meat
Oct-2023,2023,10,Average Weight in Pounds,Cows,613,Federally Inspected,Dressed,Red Meat
Sep-2023,2023,9,Average Weight in Pounds,Cows,613,Federally Inspected,Dressed,Red Meat
Aug-2023,2023,8,Average Weight in Pounds,Cows,621,Federally Inspected,Dressed,Red Meat
Jul-2023,2023,7,Average Weight in Pounds,Cows,625,Federally Inspected,Dressed,Red Meat
Jun-2023,2023,6,Average Weight in Pounds,Cows,623,Federally Inspected,Dressed,Red Meat
May-2023,2023,5,Average Weight in Pounds,Cows,628,Federally Inspected,Dressed,Red Meat
Apr-2023,2023,4,Average Weight in Pounds,Cows,630,Federally Inspected,Dressed,Red Meat
Mar-2023,2023,3,Average Weight in Pounds,Cows,640,Federally Inspected,Dressed,Red Meat
Feb-2023,2023,2,Average Weight in Pounds,Cows,647,Federally Inspected,Dressed,Red Meat
Jan-2023,2023,1,Average Weight in Pounds,Cows,639,Federally Inspected,Dressed,Red Meat
Dec-2022,2022,12,Average Weight in Pounds,Cows,632,Federally Inspected,Dressed,Red Meat
Nov-2022,2022,11,Average Weight in Pounds,Cows,622,Federally Inspected,Dressed,Red Meat
Oct-2022,2022,10,Average Weight in Pounds,Cows,616,Federally Inspected,Dressed,Red Meat
Sep-2022,2022,9,Average Weight in Pounds,Cows,615,Federally Inspected,Dressed,Red Meat
Aug-2022,2022,8,Average Weight in Pounds,Cows,617,Federally Inspected,Dressed,Red Meat
Jul-2022,2022,7,Average Weight in Pounds,Cows,618,Federally Inspected,Dressed,Red Meat
Jun-2022,2022,6,Average Weight in Pounds,Cows,626,Federally Inspected,Dressed,Red Meat
May-2022,2022,5,Average Weight in Pounds,Cows,629,Federally Inspected,Dressed,Red Meat
Apr-2022,2022,4,Average Weight in Pounds,Cows,637,Federally Inspected,Dressed,Red Meat
Mar-2022,2022,3,Average Weight in Pounds,Cows,655,Federally Inspected,Dressed,Red Meat
Feb-2022,2022,2,Average Weight in Pounds,Cows,658,Federally Inspected,Dressed,Red Meat
Jan-2022,2022,1,Average Weight in Pounds,Cows,649,Federally Inspected,Dressed,Red Meat
Dec-2021,2021,12,Average Weight in Pounds,Cows,635,Federally Inspected,Dressed,Red Meat
Nov-2021,2021,11,Average Weight in Pounds,Cows,621,Federally Inspected,Dressed,Red Meat
Oct-2021,2021,10,Average Weight in Pounds,Cows,619,Federally Inspected,Dressed,Red Meat
Sep-2021,2021,9,Average Weight in Pounds,Cows,621,Federally Inspected,Dressed,Red Meat
Aug-2021,2021,8,Average Weight in Pounds,Cows,622,Federally Inspected,Dressed,Red Meat
Jul-2021,2021,7,Average Weight in Pounds,Cows,625,Federally Inspected,Dressed,Red Meat
Jun-2021,2021,6,Average Weight in Pounds,Cows,638,Federally Inspected,Dressed,Red Meat
May-2021,2021,5,Average Weight in Pounds,Cows,645,Federally Inspected,Dressed,Red Meat
Apr-2021,2021,4,Average Weight in Pounds,Cows,647,Federally Inspected,Dressed,Red Meat
Mar-2021,2021,3,Average Weight in Pounds,Cows,656,Federally Inspected,Dressed,Red Meat
Feb-2021,2021,2,Average Weight in Pounds,Cows,663,Federally Inspected,Dressed,Red Meat
Jan-2021,2021,1,Average Weight in Pounds,Cows,655,Federally Inspected,Dressed,Red Meat
Dec-2020,2020,12,Average Weight in Pounds,Cows,639,Federally Inspected,Dressed,Red Meat
Nov-2020,2020,11,Average Weight in Pounds,Cows,628,Federally Inspected,Dressed,Red Meat
Oct-2020,2020,10,Average Weight in Pounds,Cows,623,Federally Inspected,Dressed,Red Meat
Sep-2020,2020,9,Average Weight in Pounds,Cows,633,Federally Inspected,Dressed,Red Meat
Aug-2020,2020,8,Average Weight in Pounds,Cows,626,Federally Inspected,Dressed,Red Meat
Jul-2020,2020,7,Average Weight in Pounds,Cows,636,Federally Inspected,Dressed,Red Meat
Jun-2020,2020,6,Average Weight in Pounds,Cows,649,Federally Inspected,Dressed,Red Meat
May-2020,2020,5,Average Weight in Pounds,Cows,652,Federally Inspected,Dressed,Red Meat
Apr-2020,2020,4,Average Weight in Pounds,Cows,652,Federally Inspected,Dressed,Red Meat
Mar-2020,2020,3,Average Weight in Pounds,Cows,656,Federally Inspected,Dressed,Red Meat
Feb-2020,2020,2,Average Weight in Pounds,Cows,656,Federally Inspected,Dressed,Red Meat
Jan-2020,2020,1,Average Weight in Pounds,Cows,643,Federally Inspected,Dressed,Red Meat
Dec-2019,2019,12,Average Weight in Pounds,Cows,629,Federally Inspected,Dressed,Red Meat
Nov-2019,2019,11,Average Weight in Pounds,Cows,627,Federally Inspected,Dressed,Red Meat
Oct-2019,2019,10,Average Weight in Pounds,Cows,628,Federally Inspected,Dressed,Red Meat
Sep-2019,2019,9,Average Weight in Pounds,Cows,636,Federally Inspected,Dressed,Red Meat
Aug-2019,2019,8,Average Weight in Pounds,Cows,633,Federally Inspected,Dressed,Red Meat
Jul-2019,2019,7,Average Weight in Pounds,Cows,643,Federally Inspected,Dressed,Red Meat
Jun-2019,2019,6,Average Weight in Pounds,Cows,637,Federally Inspected,Dressed,Red Meat
May-2019,2019,5,Average Weight in Pounds,Cows,645,Federally Inspected,Dressed,Red Meat
Apr-2019,2019,4,Average Weight in Pounds,Cows,651,Federally Inspected,Dressed,Red Meat
Mar-2019,2019,3,Average Weight in Pounds,Cows,648,Federally Inspected,Dressed,Red Meat
Feb-2019,2019,2,Average Weight in Pounds,Cows,650,Federally Inspected,Dressed,Red Meat
Jan-2019,2019,1,Average Weight in Pounds,Cows,647,Federally Inspected,Dressed,Red Meat
Dec-2018,2018,12,Average Weight in Pounds,Cows,633,Federally Inspected,Dressed,Red Meat
Nov-2018,2018,11,Average Weight in Pounds,Cows,629,Federally Inspected,Dressed,Red Meat
Oct-2018,2018,10,Average Weight in Pounds,Cows,629,Federally Inspected,Dressed,Red Meat
Sep-2018,2018,9,Average Weight in Pounds,Cows,639,Federally Inspected,Dressed,Red Meat
Aug-2018,2018,8,Average Weight in Pounds,Cows,638,Federally Inspected,Dressed,Red Meat
Jul-2018,2018,7,Average Weight in Pounds,Cows,642,Federally Inspected,Dressed,Red Meat
Jun-2018,2018,6,Average Weight in Pounds,Cows,641,Federally Inspected,Dressed,Red Meat
May-2018,2018,5,Average Weight in Pounds,Cows,647,Federally Inspected,Dressed,Red Meat
Apr-2018,2018,4,Average Weight in Pounds,Cows,658,Federally Inspected,Dressed,Red Meat
Mar-2018,2018,3,Average Weight in Pounds,Cows,666,Federally Inspected,Dressed,Red Meat
Feb-2018,2018,2,Average Weight in Pounds,Cows,664,Federally Inspected,Dressed,Red Meat
Jan-2018,2018,1,Average Weight in Pounds,Cows,658,Federally Inspected,Dressed,Red Meat
Dec-2017,2017,12,Average Weight in Pounds,Cows,643,Federally Inspected,Dressed,Red Meat
Nov-2017,2017,11,Average Weight in Pounds,Cows,633,Federally Inspected,Dressed,Red Meat
Oct-2017,2017,10,Average Weight in Pounds,Cows,628,Federally Inspected,Dressed,Red Meat
Sep-2017,2017,9,Average Weight in Pounds,Cows,638,Federally Inspected,Dressed,Red Meat
Aug-2017,2017,8,Average Weight in Pounds,Cows,633,Federally Inspected,Dressed,Red Meat
Jul-2017,2017,7,Average Weight in Pounds,Cows,639,Federally Inspected,Dressed,Red Meat
Jun-2017,2017,6,Average Weight in Pounds,Cows,645,Federally Inspected,Dressed,Red Meat
May-2017,2017,5,Average Weight in Pounds,Cows,647,Federally Inspected,Dressed,Red Meat
Apr-2017,2017,4,Average Weight in Pounds,Cows,655,Federally Inspected,Dressed,Red Meat
Mar-2017,2017,3,Average Weight in Pounds,Cows,656,Federally Inspected,Dressed,Red Meat
Feb-2017,2017,2,Average Weight in Pounds,Cows,652,Federally Inspected,Dressed,Red Meat
Jan-2017,2017,1,Average Weight in Pounds,Cows,642,Federally Inspected,Dressed,Red Meat
Dec-2016,2016,12,Average Weight in Pounds,Cows,638,Federally Inspected,Dressed,Red Meat
Nov-2016,2016,11,Average Weight in Pounds,Cows,627,Federally Inspected,Dressed,Red Meat
Oct-2016,2016,10,Average Weight in Pounds,Cows,635,Federally Inspected,Dressed,Red Meat
Sep-2016,2016,9,Average Weight in Pounds,Cows,636,Federally Inspected,Dressed,Red Meat
Aug-2016,2016,8,Average Weight in Pounds,Cows,635,Federally Inspected,Dressed,Red Meat
Jul-2016,2016,7,Average Weight in Pounds,Cows,637,Federally Inspected,Dressed,Red Meat
Jun-2016,2016,6,Average Weight in Pounds,Cows,646,Federally Inspected,Dressed,Red Meat
May-2016,2016,5,Average Weight in Pounds,Cows,648,Federally Inspected,Dressed,Red Meat
Apr-2016,2016,4,Average Weight in Pounds,Cows,648,Federally Inspected,Dressed,Red Meat
Mar-2016,2016,3,Average Weight in Pounds,Cows,660,Federally Inspected,Dressed,Red Meat
Feb-2016,2016,2,Average Weight in Pounds,Cows,654,Federally Inspected,Dressed,Red Meat
Jan-2016,2016,1,Average Weight in Pounds,Cows,649,Federally Inspected,Dressed,Red Meat
Dec-2015,2015,12,Average Weight in Pounds,Cows,638,Federally Inspected,Dressed,Red Meat
Nov-2015,2015,11,Average Weight in Pounds,Cows,634,Federally Inspected,Dressed,Red Meat
Oct-2015,2015,10,Average Weight in Pounds,Cows,630,Federally Inspected,Dressed,Red Meat
Sep-2015,2015,9,Average Weight in Pounds,Cows,637,Federally Inspected,Dressed,Red Meat
Aug-2015,2015,8,Average Weight in Pounds,Cows,637,Federally Inspected,Dressed,Red Meat
Jul-2015,2015,7,Average Weight in Pounds,Cows,641,Federally Inspected,Dressed,Red Meat
Jun-2015,2015,6,Average Weight in Pounds,Cows,647,Federally Inspected,Dressed,Red Meat
May-2015,2015,5,Average Weight in Pounds,Cows,653,Federally Inspected,Dressed,Red Meat
Apr-2015,2015,4,Average Weight in Pounds,Cows,654,Federally Inspected,Dressed,Red Meat
Mar-2015,2015,3,Average Weight in Pounds,Cows,656,Federally Inspected,Dressed,Red Meat
Feb-2015,2015,2,Average Weight in Pounds,Cows,662,Federally Inspected,Dressed,Red Meat
Jan-2015,2015,1,Average Weight in Pounds,Cows,642,Federally Inspected,Dressed,Red Meat
Dec-2014,2014,12,Average Weight in Pounds,Cows,631,Federally Inspected,Dressed,Red Meat
Nov-2014,2014,11,Average Weight in Pounds,Cows,630,Federally Inspected,Dressed,Red Meat
Oct-2014,2014,10,Average Weight in Pounds,Cows,625,Federally Inspected,Dressed,Red Meat
Sep-2014,2014,9,Average Weight in Pounds,Cows,625,Federally Inspected,Dressed,Red Meat
Aug-2014,2014,8,Average Weight in Pounds,Cows,624,Federally Inspected,Dressed,Red Meat
Jul-2014,2014,7,Average Weight in Pounds,Cows,624,Federally Inspected,Dressed,Red Meat
Jun-2014,2014,6,Average Weight in Pounds,Cows,627,Federally Inspected,Dressed,Red Meat
May-2014,2014,5,Average Weight in Pounds,Cows,632,Federally Inspected,Dressed,Red Meat
Apr-2014,2014,4,Average Weight in Pounds,Cows,632,Federally Inspected,Dressed,Red Meat
Mar-2014,2014,3,Average Weight in Pounds,Cows,628,Federally Inspected,Dressed,Red Meat
Feb-2014,2014,2,Average Weight in Pounds,Cows,627,Federally Inspected,Dressed,Red Meat
Jan-2014,2014,1,Average Weight in Pounds,Cows,623,Federally Inspected,Dressed,Red Meat
Dec-2013,2013,12,Average Weight in Pounds,Cows,620,Federally Inspected,Dressed,Red Meat
Nov-2013,2013,11,Average Weight in Pounds,Cows,620,Federally Inspected,Dressed,Red Meat
Oct-2013,2013,10,Average Weight in Pounds,Cows,615,Federally Inspected,Dressed,Red Meat
Sep-2013,2013,9,Average Weight in Pounds,Cows,612,Federally Inspected,Dressed,Red Meat
Aug-2013,2013,8,Average Weight in Pounds,Cows,616,Federally Inspected,Dressed,Red Meat
Jul-2013,2013,7,Average Weight in Pounds,Cows,619,Federally Inspected,Dressed,Red Meat
Jun-2013,2013,6,Average Weight in Pounds,Cows,623,Federally Inspected,Dressed,Red Meat
May-2013,2013,5,Average Weight in Pounds,Cows,620,Federally Inspected,Dressed,Red Meat
Apr-2013,2013,4,Average Weight in Pounds,Cows,626,Federally Inspected,Dressed,Red Meat
Mar-2013,2013,3,Average Weight in Pounds,Cows,625,Federally Inspected,Dressed,Red Meat
Feb-2013,2013,2,Average Weight in Pounds,Cows,622,Federally Inspected,Dressed,Red Meat
Jan-2013,2013,1,Average Weight in Pounds,Cows,620,Federally Inspected,Dressed,Red Meat
Dec-2012,2012,12,Average Weight in Pounds,Cows,608,Federally Inspected,Dressed,Red Meat
Nov-2012,2012,11,Average Weight in Pounds,Cows,602,Federally Inspected,Dressed,Red Meat
Oct-2012,2012,10,Average Weight in Pounds,Cows,597,Federally Inspected,Dressed,Red Meat
Sep-2012,2012,9,Average Weight in Pounds,Cows,599,Federally Inspected,Dressed,Red Meat
Aug-2012,2012,8,Average Weight in Pounds,Cows,596,Federally Inspected,Dressed,Red Meat
Jul-2012,2012,7,Average Weight in Pounds,Cows,603,Federally Inspected,Dressed,Red Meat
Jun-2012,2012,6,Average Weight in Pounds,Cows,606,Federally Inspected,Dressed,Red Meat
May-2012,2012,5,Average Weight in Pounds,Cows,612,Federally Inspected,Dressed,Red Meat
Apr-2012,2012,4,Average Weight in Pounds,Cows,621,Federally Inspected,Dressed,Red Meat
Mar-2012,2012,3,Average Weight in Pounds,Cows,626,Federally Inspected,Dressed,Red Meat
Feb-2012,2012,2,Average Weight in Pounds,Cows,622,Federally Inspected,Dressed,Red Meat
Jan-2012,2012,1,Average Weight in Pounds,Cows,605,Federally Inspected,Dressed,Red Meat
Dec-2011,2011,12,Average Weight in Pounds,Cows,600,Federally Inspected,Dressed,Red Meat
Nov-2011,2011,11,Average Weight in Pounds,Cows,587,Federally Inspected,Dressed,Red Meat
Oct-2011,2011,10,Average Weight in Pounds,Cows,582,Federally Inspected,Dressed,Red Meat
Sep-2011,2011,9,Average Weight in Pounds,Cows,579,Federally Inspected,Dressed,Red Meat
Aug-2011,2011,8,Average Weight in Pounds,Cows,579,Federally Inspected,Dressed,Red Meat
Jul-2011,2011,7,Average Weight in Pounds,Cows,588,Federally Inspected,Dressed,Red Meat
Jun-2011,2011,6,Average Weight in Pounds,Cows,594,Federally Inspected,Dressed,Red Meat
May-2011,2011,5,Average Weight in Pounds,Cows,602,Federally Inspected,Dressed,Red Meat
Apr-2011,2011,4,Average Weight in Pounds,Cows,606,Federally Inspected,Dressed,Red Meat
Mar-2011,2011,3,Average Weight in Pounds,Cows,613,Federally Inspected,Dressed,Red Meat
Feb-2011,2011,2,Average Weight in Pounds,Cows,616,Federally Inspected,Dressed,Red Meat
Jan-2011,2011,1,Average Weight in Pounds,Cows,613,Federally Inspected,Dressed,Red Meat
Dec-2010,2010,12,Average Weight in Pounds,Cows,605,Federally Inspected,Dressed,Red Meat
Nov-2010,2010,11,Average Weight in Pounds,Cows,599,Federally Inspected,Dressed,Red Meat
Oct-2010,2010,10,Average Weight in Pounds,Cows,599,Federally Inspected,Dressed,Red Meat
Sep-2010,2010,9,Average Weight in Pounds,Cows,598,Federally Inspected,Dressed,Red Meat
Aug-2010,2010,8,Average Weight in Pounds,Cows,604,Federally Inspected,Dressed,Red Meat
Jul-2010,2010,7,Average Weight in Pounds,Cows,604,Federally Inspected,Dressed,Red Meat
Jun-2010,2010,6,Average Weight in Pounds,Cows,609,Federally Inspected,Dressed,Red Meat
May-2010,2010,5,Average Weight in Pounds,Cows,610,Federally Inspected,Dressed,Red Meat
Apr-2010,2010,4,Average Weight in Pounds,Cows,612,Federally Inspected,Dressed,Red Meat
Mar-2010,2010,3,Average Weight in Pounds,Cows,616,Federally Inspected,Dressed,Red Meat
Feb-2010,2010,2,Average Weight in Pounds,Cows,621,Federally Inspected,Dressed,Red Meat
Jan-2010,2010,1,Average Weight in Pounds,Cows,610,Federally Inspected,Dressed,Red Meat
Dec-2009,2009,12,Average Weight in Pounds,Cows,604,Federally Inspected,Dressed,Red Meat
Nov-2009,2009,11,Average Weight in Pounds,Cows,599,Federally Inspected,Dressed,Red Meat
Oct-2009,2009,10,Average Weight in Pounds,Cows,603,Federally Inspected,Dressed,Red Meat
Sep-2009,2009,9,Average Weight in Pounds,Cows,606,Federally Inspected,Dressed,Red Meat
Aug-2009,2009,8,Average Weight in Pounds,Cows,604,Federally Inspected,Dressed,Red Meat
Jul-2009,2009,7,Average Weight in Pounds,Cows,604,Federally Inspected,Dressed,Red Meat
Jun-2009,2009,6,Average Weight in Pounds,Cows,607,Federally Inspected,Dressed,Red Meat
May-2009,2009,5,Average Weight in Pounds,Cows,612,Federally Inspected,Dressed,Red Meat
Apr-2009,2009,4,Average Weight in Pounds,Cows,613,Federally Inspected,Dressed,Red Meat
Mar-2009,2009,3,Average Weight in Pounds,Cows,628,Federally Inspected,Dressed,Red Meat
Feb-2009,2009,2,Average Weight in Pounds,Cows,625,Federally Inspected,Dressed,Red Meat
Jan-2009,2009,1,Average Weight in Pounds,Cows,614,Federally Inspected,Dressed,Red Meat
Dec-2008,2008,12,Average Weight in Pounds,Cows,606,Federally Inspected,Dressed,Red Meat
Nov-2008,2008,11,Average Weight in Pounds,Cows,598,Federally Inspected,Dressed,Red Meat
Oct-2008,2008,10,Average Weight in Pounds,Cows,597,Federally Inspected,Dressed,Red Meat
Sep-2008,2008,9,Average Weight in Pounds,Cows,598,Federally Inspected,Dressed,Red Meat
Aug-2008,2008,8,Average Weight in Pounds,Cows,600,Federally Inspected,Dressed,Red Meat
Jul-2008,2008,7,Average Weight in Pounds,Cows,600,Federally Inspected,Dressed,Red Meat
Jun-2008,2008,6,Average Weight in Pounds,Cows,603,Federally Inspected,Dressed,Red Meat
May-2008,2008,5,Average Weight in Pounds,Cows,609,Federally Inspected,Dressed,Red Meat
Apr-2008,2008,4,Average Weight in Pounds,Cows,621,Federally Inspected,Dressed,Red Meat
Mar-2008,2008,3,Average Weight in Pounds,Cows,627,Federally Inspected,Dressed,Red Meat
Feb-2008,2008,2,Average Weight in Pounds,Cows,631,Federally Inspected,Dressed,Red Meat
Jan-2008,2008,1,Average Weight in Pounds,Cows,624,Federally Inspected,Dressed,Red Meat
Dec-2007,2007,12,Average Weight in Pounds,Cows,613,Federally Inspected,Dressed,Red Meat
Nov-2007,2007,11,Average Weight in Pounds,Cows,603,Federally Inspected,Dressed,Red Meat
Oct-2007,2007,10,Average Weight in Pounds,Cows,607,Federally Inspected,Dressed,Red Meat
Sep-2007,2007,9,Average Weight in Pounds,Cows,606,Federally Inspected,Dressed,Red Meat
Aug-2007,2007,8,Average Weight in Pounds,Cows,608,Federally Inspected,Dressed,Red Meat
Jul-2007,2007,7,Average Weight in Pounds,Cows,613,Federally Inspected,Dressed,Red Meat
Jun-2007,2007,6,Average Weight in Pounds,Cows,617,Federally Inspected,Dressed,Red Meat
May-2007,2007,5,Average Weight in Pounds,Cows,618,Federally Inspected,Dressed,Red Meat
Apr-2007,2007,4,Average Weight in Pounds,Cows,623,Federally Inspected,Dressed,Red Meat
Mar-2007,2007,3,Average Weight in Pounds,Cows,635,Federally Inspected,Dressed,Red Meat
