Date,Year,Month,Unit,Animal,Count,Commercial_Or_Federally_Inspected,Type_Of_Meat
Mar-2007,2007,3,"1,000 Head",Boars and Stags,44.7,Federally Inspected,Red Meat
Feb-2007,2007,2,"1,000 Head",Boars and Stags,35.1,Federally Inspected,Red Meat
Jan-2007,2007,1,"1,000 Head",Boars and Stags,41.1,Federally Inspected,Red Meat
Dec-2006,2006,12,"1,000 Head",Boars and Stags,37,Federally Inspected,Red Meat
Nov-2006,2006,11,"1,000 Head",Boars and Stags,40,Federally Inspected,Red Meat
Oct-2006,2006,10,"1,000 Head",Boars and Stags,38.9,Federally Inspected,Red Meat
Sep-2006,2006,9,"1,000 Head",Boars and Stags,37.2,Federally Inspected,Red Meat
Aug-2006,2006,8,"1,000 Head",Boars and Stags,24.9,Federally Inspected,Red Meat
Jul-2006,2006,7,"1,000 Head",Boars and Stags,22.9,Federally Inspected,Red Meat
Jun-2006,2006,6,"1,000 Head",Boars and Stags,27.9,Federally Inspected,Red Meat
May-2006,2006,5,"1,000 Head",Boars and Stags,26.1,Federally Inspected,Red Meat
Apr-2006,2006,4,"1,000 Head",Boars and Stags,22.6,Federally Inspected,Red Meat
Mar-2006,2006,3,"1,000 Head",Boars and Stags,25.2,Federally Inspected,Red Meat
Feb-2006,2006,2,"1,000 Head",Boars and Stags,20.3,Federally Inspected,Red Meat
Jan-2006,2006,1,"1,000 Head",Boars and Stags,25,Federally Inspected,Red Meat
Dec-2005,2005,12,"1,000 Head",Boars and Stags,24.1,Federally Inspected,Red Meat
Nov-2005,2005,11,"1,000 Head",Boars and Stags,24.4,Federally Inspected,Red Meat
Oct-2005,2005,10,"1,000 Head",Boars and Stags,22.5,Federally Inspected,Red Meat
Sep-2005,2005,9,"1,000 Head",Boars and Stags,24.9,Federally Inspected,Red Meat
Aug-2005,2005,8,"1,000 Head",Boars and Stags,23.7,Federally Inspected,Red Meat
Jul-2005,2005,7,"1,000 Head",Boars and Stags,20.2,Federally Inspected,Red Meat
Jun-2005,2005,6,"1,000 Head",Boars and Stags,24.1,Federally Inspected,Red Meat
May-2005,2005,5,"1,000 Head",Boars and Stags,23.6,Federally Inspected,Red Meat
Apr-2005,2005,4,"1,000 Head",Boars and Stags,26,Federally Inspected,Red Meat
Mar-2005,2005,3,"1,000 Head",Boars and Stags,24,Federally Inspected,Red Meat
Feb-2005,2005,2,"1,000 Head",Boars and Stags,21.3,Federally Inspected,Red Meat
Jan-2005,2005,1,"1,000 Head",Boars and Stags,21.1,Federally Inspected,Red Meat
Dec-2004,2004,12,"1,000 Head",Boars and Stags,25.6,Federally Inspected,Red Meat
Nov-2004,2004,11,"1,000 Head",Boars and Stags,24.6,Federally Inspected,Red Meat
Oct-2004,2004,10,"1,000 Head",Boars and Stags,20.4,Federally Inspected,Red Meat
Sep-2004,2004,9,"1,000 Head",Boars and Stags,18.9,Federally Inspected,Red Meat
Aug-2004,2004,8,"1,000 Head",Boars and Stags,21,Federally Inspected,Red Meat
Jul-2004,2004,7,"1,000 Head",Boars and Stags,21.7,Federally Inspected,Red Meat
Jun-2004,2004,6,"1,000 Head",Boars and Stags,19.5,Federally Inspected,Red Meat
May-2004,2004,5,"1,000 Head",Boars and Stags,19.4,Federally Inspected,Red Meat
Apr-2004,2004,4,"1,000 Head",Boars and Stags,22.4,Federally Inspected,Red Meat
Mar-2004,2004,3,"1,000 Head",Boars and Stags,24.7,Federally Inspected,Red Meat
Feb-2004,2004,2,"1,000 Head",Boars and Stags,20.9,Federally Inspected,Red Meat
Jan-2004,2004,1,"1,000 Head",Boars and Stags,20.4,Federally Inspected,Red Meat
Dec-2003,2003,12,"1,000 Head",Boars and Stags,19.8,Federally Inspected,Red Meat
Nov-2003,2003,11,"1,000 Head",Boars and Stags,18.3,Federally Inspected,Red Meat
Oct-2003,2003,10,"1,000 Head",Boars and Stags,21.4,Federally Inspected,Red Meat
Sep-2003,2003,9,"1,000 Head",Boars and Stags,21.8,Federally Inspected,Red Meat
Aug-2003,2003,8,"1,000 Head",Boars and Stags,18.9,Federally Inspected,Red Meat
Jul-2003,2003,7,"1,000 Head",Boars and Stags,20.1,Federally Inspected,Red Meat
Jun-2003,2003,6,"1,000 Head",Boars and Stags,20.8,Federally Inspected,Red Meat
May-2003,2003,5,"1,000 Head",Boars and Stags,20.6,Federally Inspected,Red Meat
Apr-2003,2003,4,"1,000 Head",Boars and Stags,20.7,Federally Inspected,Red Meat
Mar-2003,2003,3,"1,000 Head",Boars and Stags,20.6,Federally Inspected,Red Meat
Feb-2003,2003,2,"1,000 Head",Boars and Stags,18.3,Federally Inspected,Red Meat
Jan-2003,2003,1,"1,000 Head",Boars and Stags,19.9,Federally Inspected,Red Meat
Dec-2002,2002,12,"1,000 Head",Boars and Stags,20.7,Federally Inspected,Red Meat
Nov-2002,2002,11,"1,000 Head",Boars and Stags,22.3,Federally Inspected,Red Meat
Oct-2002,2002,10,"1,000 Head",Boars and Stags,22.7,Federally Inspected,Red Meat
Sep-2002,2002,9,"1,000 Head",Boars and Stags,18.8,Federally Inspected,Red Meat
Aug-2002,2002,8,"1,000 Head",Boars and Stags,24,Federally Inspected,Red Meat
Jul-2002,2002,7,"1,000 Head",Boars and Stags,24.6,Federally Inspected,Red Meat
Jun-2002,2002,6,"1,000 Head",Boars and Stags,21.5,Federally Inspected,Red Meat
May-2002,2002,5,"1,000 Head",Boars and Stags,24,Federally Inspected,Red Meat
Apr-2002,2002,4,"1,000 Head",Boars and Stags,23.7,Federally Inspected,Red Meat
Mar-2002,2002,3,"1,000 Head",Boars and Stags,23.7,Federally Inspected,Red Meat
Feb-2002,2002,2,"1,000 Head",Boars and Stags,19.7,Federally Inspected,Red Meat
Jan-2002,2002,1,"1,000 Head",Boars and Stags,25.4,Federally Inspected,Red Meat
Dec-2001,2001,12,"1,000 Head",Boars and Stags,21.9,Federally Inspected,Red Meat
Nov-2001,2001,11,"1,000 Head",Boars and Stags,23.6,Federally Inspected,Red Meat
Oct-2001,2001,10,"1,000 Head",Boars and Stags,31.3,Federally Inspected,Red Meat
Sep-2001,2001,9,"1,000 Head",Boars and Stags,23.5,Federally Inspected,Red Meat
Aug-2001,2001,8,"1,000 Head",Boars and Stags,27.2,Federally Inspected,Red Meat
Jul-2001,2001,7,"1,000 Head",Boars and Stags,24.4,Federally Inspected,Red Meat
Jun-2001,2001,6,"1,000 Head",Boars and Stags,24.9,Federally Inspected,Red Meat
May-2001,2001,5,"1,000 Head",Boars and Stags,28.3,Federally Inspected,Red Meat
Apr-2001,2001,4,"1,000 Head",Boars and Stags,28.6,Federally Inspected,Red Meat
Mar-2001,2001,3,"1,000 Head",Boars and Stags,30.5,Federally Inspected,Red Meat
Feb-2001,2001,2,"1,000 Head",Boars and Stags,25.6,Federally Inspected,Red Meat
Jan-2001,2001,1,"1,000 Head",Boars and Stags,28.2,Federally Inspected,Red Meat
Dec-2000,2000,12,"1,000 Head",Boars and Stags,24.1,Federally Inspected,Red Meat
Nov-2000,2000,11,"1,000 Head",Boars and Stags,27.1,Federally Inspected,Red Meat
Oct-2000,2000,10,"1,000 Head",Boars and Stags,26.5,Federally Inspected,Red Meat
Sep-2000,2000,9,"1,000 Head",Boars and Stags,23.2,Federally Inspected,Red Meat
Aug-2000,2000,8,"1,000 Head",Boars and Stags,27.3,Federally Inspected,Red Meat
Jul-2000,2000,7,"1,000 Head",Boars and Stags,28.5,Federally Inspected,Red Meat
Jun-2000,2000,6,"1,000 Head",Boars and Stags,32,Federally Inspected,Red Meat
May-2000,2000,5,"1,000 Head",Boars and Stags,28.6,Federally Inspected,Red Meat
Apr-2000,2000,4,"1,000 Head",Boars and Stags,22.1,Federally Inspected,Red Meat
Mar-2000,2000,3,"1,000 Head",Boars and Stags,26.9,Federally Inspected,Red Meat
Feb-2000,2000,2,"1,000 Head",Boars and Stags,24.9,Federally Inspected,Red Meat
Jan-2000,2000,1,"1,000 Head",Boars and Stags,24.7,Federally Inspected,Red Meat
Dec-1999,1999,12,"1,000 Head",Boars and Stags,29.5,Federally Inspected,Red Meat
Nov-1999,1999,11,"1,000 Head",Boars and Stags,29.6,Federally Inspected,Red Meat
Oct-1999,1999,10,"1,000 Head",Boars and Stags,28,Federally Inspected,Red Meat
Sep-1999,1999,9,"1,000 Head",Boars and Stags,33.9,Federally Inspected,Red Meat
Aug-1999,1999,8,"1,000 Head",Boars and Stags,35.3,Federally Inspected,Red Meat
Jul-1999,1999,7,"1,000 Head",Boars and Stags,35.5,Federally Inspected,Red Meat
Jun-1999,1999,6,"1,000 Head",Boars and Stags,37.2,Federally Inspected,Red Meat
May-1999,1999,5,"1,000 Head",Boars and Stags,30.5,Federally Inspected,Red Meat
Apr-1999,1999,4,"1,000 Head",Boars and Stags,36.9,Federally Inspected,Red Meat
Mar-1999,1999,3,"1,000 Head",Boars and Stags,39.1,Federally Inspected,Red Meat
Feb-1999,1999,2,"1,000 Head",Boars and Stags,35.2,Federally Inspected,Red Meat
Jan-1999,1999,1,"1,000 Head",Boars and Stags,32.9,Federally Inspected,Red Meat
Dec-1998,1998,12,"1,000 Head",Boars and Stags,35.3,Federally Inspected,Red Meat
Nov-1998,1998,11,"1,000 Head",Boars and Stags,33.8,Federally Inspected,Red Meat
Oct-1998,1998,10,"1,000 Head",Boars and Stags,40.3,Federally Inspected,Red Meat
Sep-1998,1998,9,"1,000 Head",Boars and Stags,42.1,Federally Inspected,Red Meat
Aug-1998,1998,8,"1,000 Head",Boars and Stags,43.7,Federally Inspected,Red Meat
Jul-1998,1998,7,"1,000 Head",Boars and Stags,47.6,Federally Inspected,Red Meat
Jun-1998,1998,6,"1,000 Head",Boars and Stags,45.2,Federally Inspected,Red Meat
May-1998,1998,5,"1,000 Head",Boars and Stags,36.3,Federally Inspected,Red Meat
Apr-1998,1998,4,"1,000 Head",Boars and Stags,43.2,Federally Inspected,Red Meat
Mar-1998,1998,3,"1,000 Head",Boars and Stags,39.7,Federally Inspected,Red Meat
Feb-1998,1998,2,"1,000 Head",Boars and Stags,41.6,Federally Inspected,Red Meat
Jan-1998,1998,1,"1,000 Head",Boars and Stags,45.4,Federally Inspected,Red Meat
Dec-1997,1997,12,"1,000 Head",Boars and Stags,45.9,Federally Inspected,Red Meat
Nov-1997,1997,11,"1,000 Head",Boars and Stags,42.2,Federally Inspected,Red Meat
Oct-1997,1997,10,"1,000 Head",Boars and Stags,47.2,Federally Inspected,Red Meat
Sep-1997,1997,9,"1,000 Head",Boars and Stags,46.5,Federally Inspected,Red Meat
Aug-1997,1997,8,"1,000 Head",Boars and Stags,48.9,Federally Inspected,Red Meat
Jul-1997,1997,7,"1,000 Head",Boars and Stags,49.6,Federally Inspected,Red Meat
Jun-1997,1997,6,"1,000 Head",Boars and Stags,45.6,Federally Inspected,Red Meat
May-1997,1997,5,"1,000 Head",Boars and Stags,47.7,Federally Inspected,Red Meat
Apr-1997,1997,4,"1,000 Head",Boars and Stags,54.6,Federally Inspected,Red Meat
Mar-1997,1997,3,"1,000 Head",Boars and Stags,48.9,Federally Inspected,Red Meat
Feb-1997,1997,2,"1,000 Head",Boars and Stags,49.1,Federally Inspected,Red Meat
Jan-1997,1997,1,"1,000 Head",Boars and Stags,50.8,Federally Inspected,Red Meat
Dec-1996,1996,12,"1,000 Head",Boars and Stags,45.8,Federally Inspected,Red Meat
Nov-1996,1996,11,"1,000 Head",Boars and Stags,47.7,Federally Inspected,Red Meat
Oct-1996,1996,10,"1,000 Head",Boars and Stags,54,Federally Inspected,Red Meat
Sep-1996,1996,9,"1,000 Head",Boars and Stags,53.2,Federally Inspected,Red Meat
Aug-1996,1996,8,"1,000 Head",Boars and Stags,57,Federally Inspected,Red Meat
Jul-1996,1996,7,"1,000 Head",Boars and Stags,56.4,Federally Inspected,Red Meat
Jun-1996,1996,6,"1,000 Head",Boars and Stags,52.5,Federally Inspected,Red Meat
May-1996,1996,5,"1,000 Head",Boars and Stags,61.1,Federally Inspected,Red Meat
Apr-1996,1996,4,"1,000 Head",Boars and Stags,64.9,Federally Inspected,Red Meat
Mar-1996,1996,3,"1,000 Head",Boars and Stags,58.7,Federally Inspected,Red Meat
Feb-1996,1996,2,"1,000 Head",Boars and Stags,57.6,Federally Inspected,Red Meat
Jan-1996,1996,1,"1,000 Head",Boars and Stags,57.9,Federally Inspected,Red Meat
Dec-1995,1995,12,"1,000 Head",Boars and Stags,59.9,Federally Inspected,Red Meat
Nov-1995,1995,11,"1,000 Head",Boars and Stags,67.3,Federally Inspected,Red Meat
Oct-1995,1995,10,"1,000 Head",Boars and Stags,66.8,Federally Inspected,Red Meat
Sep-1995,1995,9,"1,000 Head",Boars and Stags,67.2,Federally Inspected,Red Meat
Aug-1995,1995,8,"1,000 Head",Boars and Stags,80.1,Federally Inspected,Red Meat
Jul-1995,1995,7,"1,000 Head",Boars and Stags,70.2,Federally Inspected,Red Meat
Jun-1995,1995,6,"1,000 Head",Boars and Stags,76,Federally Inspected,Red Meat
May-1995,1995,5,"1,000 Head",Boars and Stags,73.5,Federally Inspected,Red Meat
Apr-1995,1995,4,"1,000 Head",Boars and Stags,67.9,Federally Inspected,Red Meat
Mar-1995,1995,3,"1,000 Head",Boars and Stags,88.2,Federally Inspected,Red Meat
Feb-1995,1995,2,"1,000 Head",Boars and Stags,72.3,Federally Inspected,Red Meat
Jan-1995,1995,1,"1,000 Head",Boars and Stags,74.8,Federally Inspected,Red Meat
Dec-1994,1994,12,"1,000 Head",Boars and Stags,79.7,Federally Inspected,Red Meat
Nov-1994,1994,11,"1,000 Head",Boars and Stags,74.1,Federally Inspected,Red Meat
Oct-1994,1994,10,"1,000 Head",Boars and Stags,69.7,Federally Inspected,Red Meat
Sep-1994,1994,9,"1,000 Head",Boars and Stags,74.6,Federally Inspected,Red Meat
Aug-1994,1994,8,"1,000 Head",Boars and Stags,76.9,Federally Inspected,Red Meat
Jul-1994,1994,7,"1,000 Head",Boars and Stags,73.5,Federally Inspected,Red Meat
Jun-1994,1994,6,"1,000 Head",Boars and Stags,84.9,Federally Inspected,Red Meat
May-1994,1994,5,"1,000 Head",Boars and Stags,70.6,Federally Inspected,Red Meat
Apr-1994,1994,4,"1,000 Head",Boars and Stags,78.4,Federally Inspected,Red Meat
Mar-1994,1994,3,"1,000 Head",Boars and Stags,88.4,Federally Inspected,Red Meat
Feb-1994,1994,2,"1,000 Head",Boars and Stags,70.4,Federally Inspected,Red Meat
Jan-1994,1994,1,"1,000 Head",Boars and Stags,62.5,Federally Inspected,Red Meat
Dec-1993,1993,12,"1,000 Head",Boars and Stags,67.2,Federally Inspected,Red Meat
Nov-1993,1993,11,"1,000 Head",Boars and Stags,64.3,Federally Inspected,Red Meat
Oct-1993,1993,10,"1,000 Head",Boars and Stags,69.9,Federally Inspected,Red Meat
Sep-1993,1993,9,"1,000 Head",Boars and Stags,76.6,Federally Inspected,Red Meat
Aug-1993,1993,8,"1,000 Head",Boars and Stags,73.1,Federally Inspected,Red Meat
Jul-1993,1993,7,"1,000 Head",Boars and Stags,69,Federally Inspected,Red Meat
Jun-1993,1993,6,"1,000 Head",Boars and Stags,76.7,Federally Inspected,Red Meat
May-1993,1993,5,"1,000 Head",Boars and Stags,71.8,Federally Inspected,Red Meat
Apr-1993,1993,4,"1,000 Head",Boars and Stags,80.2,Federally Inspected,Red Meat
Mar-1993,1993,3,"1,000 Head",Boars and Stags,77.4,Federally Inspected,Red Meat
Feb-1993,1993,2,"1,000 Head",Boars and Stags,63.8,Federally Inspected,Red Meat
Jan-1993,1993,1,"1,000 Head",Boars and Stags,72.2,Federally Inspected,Red Meat
Dec-1992,1992,12,"1,000 Head",Boars and Stags,70.7,Federally Inspected,Red Meat
Nov-1992,1992,11,"1,000 Head",Boars and Stags,62.9,Federally Inspected,Red Meat
Oct-1992,1992,10,"1,000 Head",Boars and Stags,74.8,Federally Inspected,Red Meat
Sep-1992,1992,9,"1,000 Head",Boars and Stags,72.3,Federally Inspected,Red Meat
Aug-1992,1992,8,"1,000 Head",Boars and Stags,68.9,Federally Inspected,Red Meat
Jul-1992,1992,7,"1,000 Head",Boars and Stags,80.1,Federally Inspected,Red Meat
Jun-1992,1992,6,"1,000 Head",Boars and Stags,73.1,Federally Inspected,Red Meat
May-1992,1992,5,"1,000 Head",Boars and Stags,69.2,Federally Inspected,Red Meat
Apr-1992,1992,4,"1,000 Head",Boars and Stags,75.1,Federally Inspected,Red Meat
Mar-1992,1992,3,"1,000 Head",Boars and Stags,69.5,Federally Inspected,Red Meat
Feb-1992,1992,2,"1,000 Head",Boars and Stags,65.3,Federally Inspected,Red Meat
Jan-1992,1992,1,"1,000 Head",Boars and Stags,67.4,Federally Inspected,Red Meat
Dec-1991,1991,12,"1,000 Head",Boars and Stags,59,Federally Inspected,Red Meat
Nov-1991,1991,11,"1,000 Head",Boars and Stags,56,Federally Inspected,Red Meat
Oct-1991,1991,10,"1,000 Head",Boars and Stags,63,Federally Inspected,Red Meat
Sep-1991,1991,9,"1,000 Head",Boars and Stags,58,Federally Inspected,Red Meat
Aug-1991,1991,8,"1,000 Head",Boars and Stags,66,Federally Inspected,Red Meat
Jul-1991,1991,7,"1,000 Head",Boars and Stags,65,Federally Inspected,Red Meat
Jun-1991,1991,6,"1,000 Head",Boars and Stags,62,Federally Inspected,Red Meat
May-1991,1991,5,"1,000 Head",Boars and Stags,64,Federally Inspected,Red Meat
Apr-1991,1991,4,"1,000 Head",Boars and Stags,67,Federally Inspected,Red Meat
Mar-1991,1991,3,"1,000 Head",Boars and Stags,65,Federally Inspected,Red Meat
Feb-1991,1991,2,"1,000 Head",Boars and Stags,62,Federally Inspected,Red Meat
Jan-1991,1991,1,"1,000 Head",Boars and Stags,65,Federally Inspected,Red Meat
Dec-1990,1990,12,"1,000 Head",Boars and Stags,53,Federally Inspected,Red Meat
Nov-1990,1990,11,"1,000 Head",Boars and Stags,61,Federally Inspected,Red Meat
Oct-1990,1990,10,"1,000 Head",Boars and Stags,65,Federally Inspected,Red Meat
Sep-1990,1990,9,"1,000 Head",Boars and Stags,64,Federally Inspected,Red Meat
Aug-1990,1990,8,"1,000 Head",Boars and Stags,75,Federally Inspected,Red Meat
Jul-1990,1990,7,"1,000 Head",Boars and Stags,68,Federally Inspected,Red Meat
Jun-1990,1990,6,"1,000 Head",Boars and Stags,73,Federally Inspected,Red Meat
May-1990,1990,5,"1,000 Head",Boars and Stags,76,Federally Inspected,Red Meat
Apr-1990,1990,4,"1,000 Head",Boars and Stags,66,Federally Inspected,Red Meat
Mar-1990,1990,3,"1,000 Head",Boars and Stags,72,Federally Inspected,Red Meat
Feb-1990,1990,2,"1,000 Head",Boars and Stags,58,Federally Inspected,Red Meat
Jan-1990,1990,1,"1,000 Head",Boars and Stags,72,Federally Inspected,Red Meat
Dec-1989,1989,12,"1,000 Head",Boars and Stags,56,Federally Inspected,Red Meat
Nov-1989,1989,11,"1,000 Head",Boars and Stags,64,Federally Inspected,Red Meat
Oct-1989,1989,10,"1,000 Head",Boars and Stags,62,Federally Inspected,Red Meat
Sep-1989,1989,9,"1,000 Head",Boars and Stags,63,Federally Inspected,Red Meat
Aug-1989,1989,8,"1,000 Head",Boars and Stags,75,Federally Inspected,Red Meat
Jul-1989,1989,7,"1,000 Head",Boars and Stags,65,Federally Inspected,Red Meat
Jun-1989,1989,6,"1,000 Head",Boars and Stags,77,Federally Inspected,Red Meat
May-1989,1989,5,"1,000 Head",Boars and Stags,73,Federally Inspected,Red Meat
Apr-1989,1989,4,"1,000 Head",Boars and Stags,63,Federally Inspected,Red Meat
Mar-1989,1989,3,"1,000 Head",Boars and Stags,70,Federally Inspected,Red Meat
Feb-1989,1989,2,"1,000 Head",Boars and Stags,55,Federally Inspected,Red Meat
Jan-1989,1989,1,"1,000 Head",Boars and Stags,65,Federally Inspected,Red Meat
Dec-1988,1988,12,"1,000 Head",Boars and Stags,62,Federally Inspected,Red Meat
Nov-1988,1988,11,"1,000 Head",Boars and Stags,60,Federally Inspected,Red Meat
Oct-1988,1988,10,"1,000 Head",Boars and Stags,67,Federally Inspected,Red Meat
Sep-1988,1988,9,"1,000 Head",Boars and Stags,89,Federally Inspected,Red Meat
Aug-1988,1988,8,"1,000 Head",Boars and Stags,69,Federally Inspected,Red Meat
Jul-1988,1988,7,"1,000 Head",Boars and Stags,64,Federally Inspected,Red Meat
Jun-1988,1988,6,"1,000 Head",Boars and Stags,69,Federally Inspected,Red Meat
May-1988,1988,5,"1,000 Head",Boars and Stags,63,Federally Inspected,Red Meat
Apr-1988,1988,4,"1,000 Head",Boars and Stags,63,Federally Inspected,Red Meat
Mar-1988,1988,3,"1,000 Head",Boars and Stags,69,Federally Inspected,Red Meat
Feb-1988,1988,2,"1,000 Head",Boars and Stags,60,Federally Inspected,Red Meat
Jan-1988,1988,1,"1,000 Head",Boars and Stags,55,Federally Inspected,Red Meat
Dec-1987,1987,12,"1,000 Head",Boars and Stags,54,Federally Inspected,Red Meat
Nov-1987,1987,11,"1,000 Head",Boars and Stags,54,Federally Inspected,Red Meat
Oct-1987,1987,10,"1,000 Head",Boars and Stags,57,Federally Inspected,Red Meat
Sep-1987,1987,9,"1,000 Head",Boars and Stags,60,Federally Inspected,Red Meat
Aug-1987,1987,8,"1,000 Head",Boars and Stags,59,Federally Inspected,Red Meat
Jul-1987,1987,7,"1,000 Head",Boars and Stags,62,Federally Inspected,Red Meat
Jun-1987,1987,6,"1,000 Head",Boars and Stags,62,Federally Inspected,Red Meat
May-1987,1987,5,"1,000 Head",Boars and Stags,58,Federally Inspected,Red Meat
Apr-1987,1987,4,"1,000 Head",Boars and Stags,63,Federally Inspected,Red Meat
Mar-1987,1987,3,"1,000 Head",Boars and Stags,56,Federally Inspected,Red Meat
Feb-1987,1987,2,"1,000 Head",Boars and Stags,53,Federally Inspected,Red Meat
Jan-1987,1987,1,"1,000 Head",Boars and Stags,56,Federally Inspected,Red Meat
Dec-1986,1986,12,"1,000 Head",Boars and Stags,61,Federally Inspected,Red Meat
Nov-1986,1986,11,"1,000 Head",Boars and Stags,51,Federally Inspected,Red Meat
Oct-1986,1986,10,"1,000 Head",Boars and Stags,62,Federally Inspected,Red Meat
Sep-1986,1986,9,"1,000 Head",Boars and Stags,66,Federally Inspected,Red Meat
Aug-1986,1986,8,"1,000 Head",Boars and Stags,67,Federally Inspected,Red Meat
Jul-1986,1986,7,"1,000 Head",Boars and Stags,71,Federally Inspected,Red Meat
Jun-1986,1986,6,"1,000 Head",Boars and Stags,64,Federally Inspected,Red Meat
May-1986,1986,5,"1,000 Head",Boars and Stags,64,Federally Inspected,Red Meat
Apr-1986,1986,4,"1,000 Head",Boars and Stags,63,Federally Inspected,Red Meat
Mar-1986,1986,3,"1,000 Head",Boars and Stags,60,Federally Inspected,Red Meat
Feb-1986,1986,2,"1,000 Head",Boars and Stags,56,Federally Inspected,Red Meat
Jan-1986,1986,1,"1,000 Head",Boars and Stags,66,Federally Inspected,Red Meat
Dec-1985,1985,12,"1,000 Head",Boars and Stags,69,Federally Inspected,Red Meat
Nov-1985,1985,11,"1,000 Head",Boars and Stags,66,Federally Inspected,Red Meat
Oct-1985,1985,10,"1,000 Head",Boars and Stags,69,Federally Inspected,Red Meat
Sep-1985,1985,9,"1,000 Head",Boars and Stags,65,Federally Inspected,Red Meat
Aug-1985,1985,8,"1,000 Head",Boars and Stags,74,Federally Inspected,Red Meat
Jul-1985,1985,7,"1,000 Head",Boars and Stags,76,Federally Inspected,Red Meat
Jun-1985,1985,6,"1,000 Head",Boars and Stags,71,Federally Inspected,Red Meat
May-1985,1985,5,"1,000 Head",Boars and Stags,75,Federally Inspected,Red Meat
Apr-1985,1985,4,"1,000 Head",Boars and Stags,73,Federally Inspected,Red Meat
Mar-1985,1985,3,"1,000 Head",Boars and Stags,76,Federally Inspected,Red Meat
Feb-1985,1985,2,"1,000 Head",Boars and Stags,66,Federally Inspected,Red Meat
Jan-1985,1985,1,"1,000 Head",Boars and Stags,69,Federally Inspected,Red Meat
Dec-1984,1984,12,"1,000 Head",Boars and Stags,70,Federally Inspected,Red Meat
Nov-1984,1984,11,"1,000 Head",Boars and Stags,79,Federally Inspected,Red Meat
Oct-1984,1984,10,"1,000 Head",Boars and Stags,79,Federally Inspected,Red Meat
Sep-1984,1984,9,"1,000 Head",Boars and Stags,70,Federally Inspected,Red Meat
Aug-1984,1984,8,"1,000 Head",Boars and Stags,83,Federally Inspected,Red Meat
Jul-1984,1984,7,"1,000 Head",Boars and Stags,79,Federally Inspected,Red Meat
Jun-1984,1984,6,"1,000 Head",Boars and Stags,83,Federally Inspected,Red Meat
May-1984,1984,5,"1,000 Head",Boars and Stags,83,Federally Inspected,Red Meat
Apr-1984,1984,4,"1,000 Head",Boars and Stags,76,Federally Inspected,Red Meat
Mar-1984,1984,3,"1,000 Head",Boars and Stags,77,Federally Inspected,Red Meat
Feb-1984,1984,2,"1,000 Head",Boars and Stags,73,Federally Inspected,Red Meat
Jan-1984,1984,1,"1,000 Head",Boars and Stags,77,Federally Inspected,Red Meat
Dec-1983,1983,12,"1,000 Head",Boars and Stags,70,Federally Inspected,Red Meat
Nov-1983,1983,11,"1,000 Head",Boars and Stags,75,Federally Inspected,Red Meat
Oct-1983,1983,10,"1,000 Head",Boars and Stags,82,Federally Inspected,Red Meat
Sep-1983,1983,9,"1,000 Head",Boars and Stags,91,Federally Inspected,Red Meat
Aug-1983,1983,8,"1,000 Head",Boars and Stags,95,Federally Inspected,Red Meat
Jul-1983,1983,7,"1,000 Head",Boars and Stags,80,Federally Inspected,Red Meat
Jun-1983,1983,6,"1,000 Head",Boars and Stags,87,Federally Inspected,Red Meat
May-1983,1983,5,"1,000 Head",Boars and Stags,75,Federally Inspected,Red Meat
Apr-1983,1983,4,"1,000 Head",Boars and Stags,76,Federally Inspected,Red Meat
Mar-1983,1983,3,"1,000 Head",Boars and Stags,76,Federally Inspected,Red Meat
Feb-1983,1983,2,"1,000 Head",Boars and Stags,65,Federally Inspected,Red Meat
Jan-1983,1983,1,"1,000 Head",Boars and Stags,71,Federally Inspected,Red Meat
Dec-1982,1982,12,"1,000 Head",Boars and Stags,211,Federally Inspected,Red Meat
Dec-2023,2023,12,"1,000 Head",Sheep and Lambs,159.7,Federally Inspected,Red Meat
Nov-2023,2023,11,"1,000 Head",Sheep and Lambs,168.4,Federally Inspected,Red Meat
Oct-2023,2023,10,"1,000 Head",Sheep and Lambs,163.3,Federally Inspected,Red Meat
Sep-2023,2023,9,"1,000 Head",Sheep and Lambs,143.8,Federally Inspected,Red Meat
Aug-2023,2023,8,"1,000 Head",Sheep and Lambs,150.9,Federally Inspected,Red Meat
Jul-2023,2023,7,"1,000 Head",Sheep and Lambs,130.9,Federally Inspected,Red Meat
Jun-2023,2023,6,"1,000 Head",Sheep and Lambs,148.8,Federally Inspected,Red Meat
May-2023,2023,5,"1,000 Head",Sheep and Lambs,154.6,Federally Inspected,Red Meat
Apr-2023,2023,4,"1,000 Head",Sheep and Lambs,156.7,Federally Inspected,Red Meat
Mar-2023,2023,3,"1,000 Head",Sheep and Lambs,179.1,Federally Inspected,Red Meat
Feb-2023,2023,2,"1,000 Head",Sheep and Lambs,138.3,Federally Inspected,Red Meat
Jan-2023,2023,1,"1,000 Head",Sheep and Lambs,144.3,Federally Inspected,Red Meat
Dec-2022,2022,12,"1,000 Head",Sheep and Lambs,154.4,Federally Inspected,Red Meat
Nov-2022,2022,11,"1,000 Head",Sheep and Lambs,155.6,Federally Inspected,Red Meat
Oct-2022,2022,10,"1,000 Head",Sheep and Lambs,142.5,Federally Inspected,Red Meat
Sep-2022,2022,9,"1,000 Head",Sheep and Lambs,146.8,Federally Inspected,Red Meat
Aug-2022,2022,8,"1,000 Head",Sheep and Lambs,155.3,Federally Inspected,Red Meat
