Date,Year,Month,Unit,Animal,Weight,Type_Of_Meat
Jul-1983,1983,7,Million Pounds,Other Chicken,27.57,Poultry
Jun-1983,1983,6,Million Pounds,Other Chicken,22.89,Poultry
May-1983,1983,5,Million Pounds,Other Chicken,23.18,Poultry
Apr-1983,1983,4,Million Pounds,Other Chicken,18.79,Poultry
Mar-1983,1983,3,Million Pounds,Other Chicken,17.28,Poultry
Feb-1983,1983,2,Million Pounds,Other Chicken,19.87,Poultry
Jan-1983,1983,1,Million Pounds,Other Chicken,18,Poultry
Dec-2023,2023,12,Million Pounds,Turkey,203.1,Poultry
Nov-2023,2023,11,Million Pounds,Turkey,319.65,Poultry
Oct-2023,2023,10,Million Pounds,Turkey,421.23,Poultry
Sep-2023,2023,9,Million Pounds,Turkey,446.88,Poultry
Aug-2023,2023,8,Million Pounds,Turkey,439.79,Poultry
Jul-2023,2023,7,Million Pounds,Turkey,437.9,Poultry
Jun-2023,2023,6,Million Pounds,Turkey,402.19,Poultry
May-2023,2023,5,Million Pounds,Turkey,367.97,Poultry
Apr-2023,2023,4,Million Pounds,Turkey,338.73,Poultry
Mar-2023,2023,3,Million Pounds,Turkey,317.48,Poultry
Feb-2023,2023,2,Million Pounds,Turkey,289.36,Poultry
Jan-2023,2023,1,Million Pounds,Turkey,189.72,Poultry
Dec-2022,2022,12,Million Pounds,Turkey,140.26,Poultry
Nov-2022,2022,11,Million Pounds,Turkey,283.58,Poultry
Oct-2022,2022,10,Million Pounds,Turkey,391.54,Poultry
Sep-2022,2022,9,Million Pounds,Turkey,438.26,Poultry
Aug-2022,2022,8,Million Pounds,Turkey,425.85,Poultry
Jul-2022,2022,7,Million Pounds,Turkey,411.86,Poultry
Jun-2022,2022,6,Million Pounds,Turkey,377.59,Poultry
May-2022,2022,5,Million Pounds,Turkey,332.51,Poultry
Apr-2022,2022,4,Million Pounds,Turkey,308.09,Poultry
Mar-2022,2022,3,Million Pounds,Turkey,292.9,Poultry
Feb-2022,2022,2,Million Pounds,Turkey,243.75,Poultry
Jan-2022,2022,1,Million Pounds,Turkey,165.75,Poultry
Dec-2021,2021,12,Million Pounds,Turkey,139.67,Poultry
Nov-2021,2021,11,Million Pounds,Turkey,302,Poultry
Oct-2021,2021,10,Million Pounds,Turkey,414.13,Poultry
Sep-2021,2021,9,Million Pounds,Turkey,428.06,Poultry
Aug-2021,2021,8,Million Pounds,Turkey,435.48,Poultry
Jul-2021,2021,7,Million Pounds,Turkey,406,Poultry
Jun-2021,2021,6,Million Pounds,Turkey,390.66,Poultry
May-2021,2021,5,Million Pounds,Turkey,362.51,Poultry
Apr-2021,2021,4,Million Pounds,Turkey,350.59,Poultry
Mar-2021,2021,3,Million Pounds,Turkey,320.14,Poultry
Feb-2021,2021,2,Million Pounds,Turkey,301.41,Poultry
Jan-2021,2021,1,Million Pounds,Turkey,223.02,Poultry
Dec-2020,2020,12,Million Pounds,Turkey,192.56,Poultry
Nov-2020,2020,11,Million Pounds,Turkey,376.35,Poultry
Oct-2020,2020,10,Million Pounds,Turkey,501.13,Poultry
Sep-2020,2020,9,Million Pounds,Turkey,531.37,Poultry
Aug-2020,2020,8,Million Pounds,Turkey,522.33,Poultry
Jul-2020,2020,7,Million Pounds,Turkey,474.79,Poultry
Jun-2020,2020,6,Million Pounds,Turkey,420.13,Poultry
May-2020,2020,5,Million Pounds,Turkey,417.98,Poultry
Apr-2020,2020,4,Million Pounds,Turkey,387.5,Poultry
Mar-2020,2020,3,Million Pounds,Turkey,340.71,Poultry
Feb-2020,2020,2,Million Pounds,Turkey,301.62,Poultry
Jan-2020,2020,1,Million Pounds,Turkey,232.65,Poultry
Dec-2019,2019,12,Million Pounds,Turkey,222,Poultry
Nov-2019,2019,11,Million Pounds,Turkey,393.01,Poultry
Oct-2019,2019,10,Million Pounds,Turkey,528.39,Poultry
Sep-2019,2019,9,Million Pounds,Turkey,563.08,Poultry
Aug-2019,2019,8,Million Pounds,Turkey,557.03,Poultry
Jul-2019,2019,7,Million Pounds,Turkey,538.71,Poultry
Jun-2019,2019,6,Million Pounds,Turkey,494.44,Poultry
May-2019,2019,5,Million Pounds,Turkey,471.59,Poultry
Apr-2019,2019,4,Million Pounds,Turkey,470.34,Poultry
Mar-2019,2019,3,Million Pounds,Turkey,452.17,Poultry
Feb-2019,2019,2,Million Pounds,Turkey,390.97,Poultry
Jan-2019,2019,1,Million Pounds,Turkey,302.76,Poultry
Dec-2018,2018,12,Million Pounds,Turkey,274.17,Poultry
Nov-2018,2018,11,Million Pounds,Turkey,445.06,Poultry
Oct-2018,2018,10,Million Pounds,Turkey,564.75,Poultry
Sep-2018,2018,9,Million Pounds,Turkey,606.36,Poultry
Aug-2018,2018,8,Million Pounds,Turkey,594.93,Poultry
Jul-2018,2018,7,Million Pounds,Turkey,561.86,Poultry
Jun-2018,2018,6,Million Pounds,Turkey,536.03,Poultry
May-2018,2018,5,Million Pounds,Turkey,493.84,Poultry
Apr-2018,2018,4,Million Pounds,Turkey,462.99,Poultry
Mar-2018,2018,3,Million Pounds,Turkey,427.62,Poultry
Feb-2018,2018,2,Million Pounds,Turkey,375.19,Poultry
Jan-2018,2018,1,Million Pounds,Turkey,309.63,Poultry
Dec-2017,2017,12,Million Pounds,Turkey,288.54,Poultry
Nov-2017,2017,11,Million Pounds,Turkey,460.86,Poultry
Oct-2017,2017,10,Million Pounds,Turkey,569.96,Poultry
Sep-2017,2017,9,Million Pounds,Turkey,600.01,Poultry
Aug-2017,2017,8,Million Pounds,Turkey,595.62,Poultry
Jul-2017,2017,7,Million Pounds,Turkey,565.12,Poultry
Jun-2017,2017,6,Million Pounds,Turkey,529.9,Poultry
May-2017,2017,5,Million Pounds,Turkey,471.48,Poultry
Apr-2017,2017,4,Million Pounds,Turkey,428.75,Poultry
Mar-2017,2017,3,Million Pounds,Turkey,378.37,Poultry
Feb-2017,2017,2,Million Pounds,Turkey,339.49,Poultry
Jan-2017,2017,1,Million Pounds,Turkey,278.74,Poultry
Dec-2016,2016,12,Million Pounds,Turkey,236.86,Poultry
Nov-2016,2016,11,Million Pounds,Turkey,400.36,Poultry
Oct-2016,2016,10,Million Pounds,Turkey,511.2,Poultry
Sep-2016,2016,9,Million Pounds,Turkey,532.58,Poultry
Aug-2016,2016,8,Million Pounds,Turkey,530.28,Poultry
Jul-2016,2016,7,Million Pounds,Turkey,504.39,Poultry
Jun-2016,2016,6,Million Pounds,Turkey,454.15,Poultry
May-2016,2016,5,Million Pounds,Turkey,398.72,Poultry
Apr-2016,2016,4,Million Pounds,Turkey,368.07,Poultry
Mar-2016,2016,3,Million Pounds,Turkey,341.09,Poultry
Feb-2016,2016,2,Million Pounds,Turkey,289.75,Poultry
Jan-2016,2016,1,Million Pounds,Turkey,201.01,Poultry
Dec-2015,2015,12,Million Pounds,Turkey,190.27,Poultry
Nov-2015,2015,11,Million Pounds,Turkey,351.83,Poultry
Oct-2015,2015,10,Million Pounds,Turkey,449.62,Poultry
Sep-2015,2015,9,Million Pounds,Turkey,477.58,Poultry
Aug-2015,2015,8,Million Pounds,Turkey,494.04,Poultry
Jul-2015,2015,7,Million Pounds,Turkey,462.02,Poultry
Jun-2015,2015,6,Million Pounds,Turkey,441.39,Poultry
May-2015,2015,5,Million Pounds,Turkey,394.42,Poultry
Apr-2015,2015,4,Million Pounds,Turkey,345.58,Poultry
Mar-2015,2015,3,Million Pounds,Turkey,321.34,Poultry
Feb-2015,2015,2,Million Pounds,Turkey,280.4,Poultry
Jan-2015,2015,1,Million Pounds,Turkey,193.43,Poultry
Dec-2014,2014,12,Million Pounds,Turkey,187.56,Poultry
Nov-2014,2014,11,Million Pounds,Turkey,390.65,Poultry
Oct-2014,2014,10,Million Pounds,Turkey,484.55,Poultry
Sep-2014,2014,9,Million Pounds,Turkey,494.79,Poultry
Aug-2014,2014,8,Million Pounds,Turkey,489.76,Poultry
Jul-2014,2014,7,Million Pounds,Turkey,462.59,Poultry
Jun-2014,2014,6,Million Pounds,Turkey,422.5,Poultry
May-2014,2014,5,Million Pounds,Turkey,375.01,Poultry
Apr-2014,2014,4,Million Pounds,Turkey,336.38,Poultry
Mar-2014,2014,3,Million Pounds,Turkey,310.76,Poultry
Feb-2014,2014,2,Million Pounds,Turkey,275.79,Poultry
Jan-2014,2014,1,Million Pounds,Turkey,237.41,Poultry
Dec-2013,2013,12,Million Pounds,Turkey,221.22,Poultry
Nov-2013,2013,11,Million Pounds,Turkey,434.49,Poultry
Oct-2013,2013,10,Million Pounds,Turkey,541.18,Poultry
Sep-2013,2013,9,Million Pounds,Turkey,580.07,Poultry
Aug-2013,2013,8,Million Pounds,Turkey,581.36,Poultry
Jul-2013,2013,7,Million Pounds,Turkey,566.48,Poultry
Jun-2013,2013,6,Million Pounds,Turkey,521.56,Poultry
May-2013,2013,5,Million Pounds,Turkey,457.58,Poultry
Apr-2013,2013,4,Million Pounds,Turkey,401.25,Poultry
Mar-2013,2013,3,Million Pounds,Turkey,394.76,Poultry
Feb-2013,2013,2,Million Pounds,Turkey,360.02,Poultry
Jan-2013,2013,1,Million Pounds,Turkey,296.48,Poultry
Dec-2012,2012,12,Million Pounds,Turkey,255.19,Poultry
Nov-2012,2012,11,Million Pounds,Turkey,453.38,Poultry
Oct-2012,2012,10,Million Pounds,Turkey,521.81,Poultry
Sep-2012,2012,9,Million Pounds,Turkey,547.77,Poultry
Aug-2012,2012,8,Million Pounds,Turkey,547.47,Poultry
Jul-2012,2012,7,Million Pounds,Turkey,547.09,Poultry
Jun-2012,2012,6,Million Pounds,Turkey,498.42,Poultry
May-2012,2012,5,Million Pounds,Turkey,438.38,Poultry
Apr-2012,2012,4,Million Pounds,Turkey,375.27,Poultry
Mar-2012,2012,3,Million Pounds,Turkey,349.58,Poultry
Feb-2012,2012,2,Million Pounds,Turkey,297.74,Poultry
Jan-2012,2012,1,Million Pounds,Turkey,210.79,Poultry
Dec-2011,2011,12,Million Pounds,Turkey,194.23,Poultry
Nov-2011,2011,11,Million Pounds,Turkey,406.86,Poultry
Oct-2011,2011,10,Million Pounds,Turkey,509.65,Poultry
Sep-2011,2011,9,Million Pounds,Turkey,528.4,Poultry
Aug-2011,2011,8,Million Pounds,Turkey,524.85,Poultry
Jul-2011,2011,7,Million Pounds,Turkey,508.66,Poultry
Jun-2011,2011,6,Million Pounds,Turkey,447.9,Poultry
May-2011,2011,5,Million Pounds,Turkey,364.5,Poultry
Apr-2011,2011,4,Million Pounds,Turkey,325.69,Poultry
Mar-2011,2011,3,Million Pounds,Turkey,288.98,Poultry
Feb-2011,2011,2,Million Pounds,Turkey,253.53,Poultry
Jan-2011,2011,1,Million Pounds,Turkey,191.56,Poultry
Dec-2010,2010,12,Million Pounds,Turkey,174.11,Poultry
Nov-2010,2010,11,Million Pounds,Turkey,410.16,Poultry
Oct-2010,2010,10,Million Pounds,Turkey,473.75,Poultry
Sep-2010,2010,9,Million Pounds,Turkey,502.18,Poultry
Aug-2010,2010,8,Million Pounds,Turkey,501.51,Poultry
Jul-2010,2010,7,Million Pounds,Turkey,507.17,Poultry
Jun-2010,2010,6,Million Pounds,Turkey,461.81,Poultry
May-2010,2010,5,Million Pounds,Turkey,422.06,Poultry
Apr-2010,2010,4,Million Pounds,Turkey,379.72,Poultry
Mar-2010,2010,3,Million Pounds,Turkey,342.42,Poultry
Feb-2010,2010,2,Million Pounds,Turkey,302.06,Poultry
Jan-2010,2010,1,Million Pounds,Turkey,261.84,Poultry
Dec-2009,2009,12,Million Pounds,Turkey,244.48,Poultry
Nov-2009,2009,11,Million Pounds,Turkey,517.46,Poultry
Oct-2009,2009,10,Million Pounds,Turkey,613.89,Poultry
Sep-2009,2009,9,Million Pounds,Turkey,653.55,Poultry
Aug-2009,2009,8,Million Pounds,Turkey,641.06,Poultry
Jul-2009,2009,7,Million Pounds,Turkey,594.74,Poultry
Jun-2009,2009,6,Million Pounds,Turkey,585.75,Poultry
May-2009,2009,5,Million Pounds,Turkey,571.71,Poultry
Apr-2009,2009,4,Million Pounds,Turkey,513.38,Poultry
Mar-2009,2009,3,Million Pounds,Turkey,462.4,Poultry
Feb-2009,2009,2,Million Pounds,Turkey,446.2,Poultry
Jan-2009,2009,1,Million Pounds,Turkey,396.14,Poultry
Dec-2008,2008,12,Million Pounds,Turkey,360.38,Poultry
Nov-2008,2008,11,Million Pounds,Turkey,577.98,Poultry
Oct-2008,2008,10,Million Pounds,Turkey,621.48,Poultry
Sep-2008,2008,9,Million Pounds,Turkey,629.24,Poultry
Aug-2008,2008,8,Million Pounds,Turkey,620.69,Poultry
Jul-2008,2008,7,Million Pounds,Turkey,562.69,Poultry
Jun-2008,2008,6,Million Pounds,Turkey,522.42,Poultry
May-2008,2008,5,Million Pounds,Turkey,491.28,Poultry
Apr-2008,2008,4,Million Pounds,Turkey,428.13,Poultry
Mar-2008,2008,3,Million Pounds,Turkey,416.69,Poultry
Feb-2008,2008,2,Million Pounds,Turkey,327.59,Poultry
Jan-2008,2008,1,Million Pounds,Turkey,260.59,Poultry
Dec-2007,2007,12,Million Pounds,Turkey,206.86,Poultry
Nov-2007,2007,11,Million Pounds,Turkey,416.97,Poultry
Oct-2007,2007,10,Million Pounds,Turkey,504.91,Poultry
Sep-2007,2007,9,Million Pounds,Turkey,524.39,Poultry
Aug-2007,2007,8,Million Pounds,Turkey,503.55,Poultry
Jul-2007,2007,7,Million Pounds,Turkey,448.41,Poultry
Jun-2007,2007,6,Million Pounds,Turkey,397.98,Poultry
May-2007,2007,5,Million Pounds,Turkey,360.22,Poultry
Apr-2007,2007,4,Million Pounds,Turkey,346.78,Poultry
Mar-2007,2007,3,Million Pounds,Turkey,312.88,Poultry
Feb-2007,2007,2,Million Pounds,Turkey,293.38,Poultry
Jan-2007,2007,1,Million Pounds,Turkey,218.36,Poultry
Dec-2006,2006,12,Million Pounds,Turkey,214.53,Poultry
Nov-2006,2006,11,Million Pounds,Turkey,404.17,Poultry
Oct-2006,2006,10,Million Pounds,Turkey,464.22,Poultry
Sep-2006,2006,9,Million Pounds,Turkey,500.26,Poultry
Aug-2006,2006,8,Million Pounds,Turkey,512.22,Poultry
Jul-2006,2006,7,Million Pounds,Turkey,507.47,Poultry
Jun-2006,2006,6,Million Pounds,Turkey,466.48,Poultry
May-2006,2006,5,Million Pounds,Turkey,423.73,Poultry
Apr-2006,2006,4,Million Pounds,Turkey,377.75,Poultry
Mar-2006,2006,3,Million Pounds,Turkey,315.68,Poultry
Feb-2006,2006,2,Million Pounds,Turkey,260.47,Poultry
Jan-2006,2006,1,Million Pounds,Turkey,206.17,Poultry
Dec-2005,2005,12,Million Pounds,Turkey,194.72,Poultry
Nov-2005,2005,11,Million Pounds,Turkey,417.61,Poultry
Oct-2005,2005,10,Million Pounds,Turkey,477.8,Poultry
Sep-2005,2005,9,Million Pounds,Turkey,523.12,Poultry
Aug-2005,2005,8,Million Pounds,Turkey,518.88,Poultry
Jul-2005,2005,7,Million Pounds,Turkey,506.3,Poultry
Jun-2005,2005,6,Million Pounds,Turkey,465.92,Poultry
May-2005,2005,5,Million Pounds,Turkey,440.12,Poultry
Apr-2005,2005,4,Million Pounds,Turkey,414.16,Poultry
Mar-2005,2005,3,Million Pounds,Turkey,379.41,Poultry
Feb-2005,2005,2,Million Pounds,Turkey,332.89,Poultry
Jan-2005,2005,1,Million Pounds,Turkey,288.36,Poultry
Dec-2004,2004,12,Million Pounds,Turkey,294.87,Poultry
Nov-2004,2004,11,Million Pounds,Turkey,472.34,Poultry
Oct-2004,2004,10,Million Pounds,Turkey,527.39,Poultry
Sep-2004,2004,9,Million Pounds,Turkey,600.19,Poultry
Aug-2004,2004,8,Million Pounds,Turkey,599.59,Poultry
Jul-2004,2004,7,Million Pounds,Turkey,597.58,Poultry
Jun-2004,2004,6,Million Pounds,Turkey,571.12,Poultry
May-2004,2004,5,Million Pounds,Turkey,548.77,Poultry
Apr-2004,2004,4,Million Pounds,Turkey,504.56,Poultry
Mar-2004,2004,3,Million Pounds,Turkey,471.68,Poultry
Feb-2004,2004,2,Million Pounds,Turkey,420.47,Poultry
Jan-2004,2004,1,Million Pounds,Turkey,354.04,Poultry
Dec-2003,2003,12,Million Pounds,Turkey,350.67,Poultry
Nov-2003,2003,11,Million Pounds,Turkey,582.68,Poultry
Oct-2003,2003,10,Million Pounds,Turkey,647.54,Poultry
Sep-2003,2003,9,Million Pounds,Turkey,706.5,Poultry
Aug-2003,2003,8,Million Pounds,Turkey,722.54,Poultry
Jul-2003,2003,7,Million Pounds,Turkey,718.21,Poultry
Jun-2003,2003,6,Million Pounds,Turkey,658.84,Poultry
May-2003,2003,5,Million Pounds,Turkey,573.47,Poultry
Apr-2003,2003,4,Million Pounds,Turkey,549.28,Poultry
Mar-2003,2003,3,Million Pounds,Turkey,492.74,Poultry
Feb-2003,2003,2,Million Pounds,Turkey,451.87,Poultry
Jan-2003,2003,1,Million Pounds,Turkey,333.05,Poultry
Dec-2002,2002,12,Million Pounds,Turkey,334.34,Poultry
Nov-2002,2002,11,Million Pounds,Turkey,624.94,Poultry
Oct-2002,2002,10,Million Pounds,Turkey,672.38,Poultry
Sep-2002,2002,9,Million Pounds,Turkey,685.62,Poultry
Aug-2002,2002,8,Million Pounds,Turkey,706.19,Poultry
Jul-2002,2002,7,Million Pounds,Turkey,644.1,Poultry
Jun-2002,2002,6,Million Pounds,Turkey,578.23,Poultry
May-2002,2002,5,Million Pounds,Turkey,515.19,Poultry
Apr-2002,2002,4,Million Pounds,Turkey,457.57,Poultry
Mar-2002,2002,3,Million Pounds,Turkey,413.24,Poultry
Feb-2002,2002,2,Million Pounds,Turkey,327.06,Poultry
Jan-2002,2002,1,Million Pounds,Turkey,240.52,Poultry
Dec-2001,2001,12,Million Pounds,Turkey,260.03,Poultry
Nov-2001,2001,11,Million Pounds,Turkey,497.93,Poultry
Oct-2001,2001,10,Million Pounds,Turkey,541.98,Poultry
Sep-2001,2001,9,Million Pounds,Turkey,545.31,Poultry
Aug-2001,2001,8,Million Pounds,Turkey,534.17,Poultry
Jul-2001,2001,7,Million Pounds,Turkey,506.69,Poultry
Jun-2001,2001,6,Million Pounds,Turkey,456.03,Poultry
May-2001,2001,5,Million Pounds,Turkey,392.61,Poultry
Apr-2001,2001,4,Million Pounds,Turkey,355.76,Poultry
Mar-2001,2001,3,Million Pounds,Turkey,333.52,Poultry
Feb-2001,2001,2,Million Pounds,Turkey,291.42,Poultry
Jan-2001,2001,1,Million Pounds,Turkey,241.28,Poultry
Dec-2000,2000,12,Million Pounds,Turkey,261.12,Poultry
Nov-2000,2000,11,Million Pounds,Turkey,473.9,Poultry
Oct-2000,2000,10,Million Pounds,Turkey,528.07,Poultry
Sep-2000,2000,9,Million Pounds,Turkey,524.93,Poultry
Aug-2000,2000,8,Million Pounds,Turkey,524.04,Poultry
Jul-2000,2000,7,Million Pounds,Turkey,506.79,Poultry
Jun-2000,2000,6,Million Pounds,Turkey,480.27,Poultry
May-2000,2000,5,Million Pounds,Turkey,416.87,Poultry
Apr-2000,2000,4,Million Pounds,Turkey,391.37,Poultry
Mar-2000,2000,3,Million Pounds,Turkey,353.9,Poultry
Feb-2000,2000,2,Million Pounds,Turkey,319.35,Poultry
Jan-2000,2000,1,Million Pounds,Turkey,254.25,Poultry
Dec-1999,1999,12,Million Pounds,Turkey,252.27,Poultry
Nov-1999,1999,11,Million Pounds,Turkey,494.5,Poultry
Oct-1999,1999,10,Million Pounds,Turkey,596.36,Poultry
Sep-1999,1999,9,Million Pounds,Turkey,580.31,Poultry
Aug-1999,1999,8,Million Pounds,Turkey,599.01,Poultry
Jul-1999,1999,7,Million Pounds,Turkey,556.14,Poultry
Jun-1999,1999,6,Million Pounds,Turkey,494.28,Poultry
May-1999,1999,5,Million Pounds,Turkey,455.41,Poultry
Apr-1999,1999,4,Million Pounds,Turkey,374.95,Poultry
Mar-1999,1999,3,Million Pounds,Turkey,375.63,Poultry
Feb-1999,1999,2,Million Pounds,Turkey,363.84,Poultry
Jan-1999,1999,1,Million Pounds,Turkey,304.31,Poultry
Dec-1998,1998,12,Million Pounds,Turkey,310.36,Poultry
Nov-1998,1998,11,Million Pounds,Turkey,658.73,Poultry
Oct-1998,1998,10,Million Pounds,Turkey,699.49,Poultry
Sep-1998,1998,9,Million Pounds,Turkey,706.83,Poultry
Aug-1998,1998,8,Million Pounds,Turkey,701.78,Poultry
Jul-1998,1998,7,Million Pounds,Turkey,656.5,Poultry
Jun-1998,1998,6,Million Pounds,Turkey,614.14,Poultry
May-1998,1998,5,Million Pounds,Turkey,579.66,Poultry
Apr-1998,1998,4,Million Pounds,Turkey,527.02,Poultry
Mar-1998,1998,3,Million Pounds,Turkey,512.67,Poultry
Feb-1998,1998,2,Million Pounds,Turkey,497.58,Poultry
Jan-1998,1998,1,Million Pounds,Turkey,415.05,Poultry
Dec-1997,1997,12,Million Pounds,Turkey,438.56,Poultry
Nov-1997,1997,11,Million Pounds,Turkey,736.64,Poultry
Oct-1997,1997,10,Million Pounds,Turkey,770.71,Poultry
Sep-1997,1997,9,Million Pounds,Turkey,742.01,Poultry
Aug-1997,1997,8,Million Pounds,Turkey,714.32,Poultry
Jul-1997,1997,7,Million Pounds,Turkey,667.85,Poultry
Jun-1997,1997,6,Million Pounds,Turkey,611.78,Poultry
May-1997,1997,5,Million Pounds,Turkey,543.27,Poultry
Apr-1997,1997,4,Million Pounds,Turkey,496.48,Poultry
Mar-1997,1997,3,Million Pounds,Turkey,446.38,Poultry
Feb-1997,1997,2,Million Pounds,Turkey,401.05,Poultry
Jan-1997,1997,1,Million Pounds,Turkey,327.95,Poultry
Dec-1996,1996,12,Million Pounds,Turkey,347.77,Poultry
Nov-1996,1996,11,Million Pounds,Turkey,658.3,Poultry
Oct-1996,1996,10,Million Pounds,Turkey,721.02,Poultry
Sep-1996,1996,9,Million Pounds,Turkey,723.19,Poultry
Aug-1996,1996,8,Million Pounds,Turkey,718.17,Poultry
Jul-1996,1996,7,Million Pounds,Turkey,679.74,Poultry
Jun-1996,1996,6,Million Pounds,Turkey,587.44,Poultry
May-1996,1996,5,Million Pounds,Turkey,514.54,Poultry
Apr-1996,1996,4,Million Pounds,Turkey,445.36,Poultry
Mar-1996,1996,3,Million Pounds,Turkey,423.1,Poultry
Feb-1996,1996,2,Million Pounds,Turkey,339.18,Poultry
Jan-1996,1996,1,Million Pounds,Turkey,271.33,Poultry
Dec-1995,1995,12,Million Pounds,Turkey,270.05,Poultry
Nov-1995,1995,11,Million Pounds,Turkey,644.2,Poultry
Oct-1995,1995,10,Million Pounds,Turkey,686.04,Poultry
Sep-1995,1995,9,Million Pounds,Turkey,655.29,Poultry
Aug-1995,1995,8,Million Pounds,Turkey,651.12,Poultry
Jul-1995,1995,7,Million Pounds,Turkey,598.79,Poultry
Jun-1995,1995,6,Million Pounds,Turkey,536.33,Poultry
May-1995,1995,5,Million Pounds,Turkey,466.15,Poultry
Apr-1995,1995,4,Million Pounds,Turkey,432.07,Poultry
Mar-1995,1995,3,Million Pounds,Turkey,359.54,Poultry
Feb-1995,1995,2,Million Pounds,Turkey,312.85,Poultry
Jan-1995,1995,1,Million Pounds,Turkey,254.44,Poultry
Dec-1994,1994,12,Million Pounds,Turkey,280.67,Poultry
Nov-1994,1994,11,Million Pounds,Turkey,636.23,Poultry
Oct-1994,1994,10,Million Pounds,Turkey,648.59,Poultry
Sep-1994,1994,9,Million Pounds,Turkey,623.42,Poultry
Aug-1994,1994,8,Million Pounds,Turkey,588.14,Poultry
Jul-1994,1994,7,Million Pounds,Turkey,539.23,Poultry
Jun-1994,1994,6,Million Pounds,Turkey,461.39,Poultry
May-1994,1994,5,Million Pounds,Turkey,399.14,Poultry
Apr-1994,1994,4,Million Pounds,Turkey,346.51,Poultry
Mar-1994,1994,3,Million Pounds,Turkey,304.84,Poultry
Feb-1994,1994,2,Million Pounds,Turkey,279.81,Poultry
Jan-1994,1994,1,Million Pounds,Turkey,249.05,Poultry
Dec-1993,1993,12,Million Pounds,Turkey,290.58,Poultry
Nov-1993,1993,11,Million Pounds,Turkey,683.62,Poultry
Oct-1993,1993,10,Million Pounds,Turkey,713.79,Poultry
Sep-1993,1993,9,Million Pounds,Turkey,678.59,Poultry
Aug-1993,1993,8,Million Pounds,Turkey,624.16,Poultry
Jul-1993,1993,7,Million Pounds,Turkey,556.15,Poultry
Jun-1993,1993,6,Million Pounds,Turkey,473.97,Poultry
May-1993,1993,5,Million Pounds,Turkey,424.4,Poultry
Apr-1993,1993,4,Million Pounds,Turkey,359.16,Poultry
Mar-1993,1993,3,Million Pounds,Turkey,359.83,Poultry
Feb-1993,1993,2,Million Pounds,Turkey,314.71,Poultry
Jan-1993,1993,1,Million Pounds,Turkey,271.72,Poultry
Dec-1992,1992,12,Million Pounds,Turkey,320.51,Poultry
Nov-1992,1992,11,Million Pounds,Turkey,714.69,Poultry
Oct-1992,1992,10,Million Pounds,Turkey,734.4,Poultry
Sep-1992,1992,9,Million Pounds,Turkey,684.23,Poultry
Aug-1992,1992,8,Million Pounds,Turkey,662.1,Poultry
Jul-1992,1992,7,Million Pounds,Turkey,580.11,Poultry
Jun-1992,1992,6,Million Pounds,Turkey,486.78,Poultry
May-1992,1992,5,Million Pounds,Turkey,430.2,Poultry
Apr-1992,1992,4,Million Pounds,Turkey,392.29,Poultry
Mar-1992,1992,3,Million Pounds,Turkey,354.05,Poultry
Feb-1992,1992,2,Million Pounds,Turkey,325.54,Poultry
Jan-1992,1992,1,Million Pounds,Turkey,264.13,Poultry
Dec-1991,1991,12,Million Pounds,Turkey,305.53,Poultry
Nov-1991,1991,11,Million Pounds,Turkey,653.04,Poultry
Oct-1991,1991,10,Million Pounds,Turkey,667.22,Poultry
Sep-1991,1991,9,Million Pounds,Turkey,625.85,Poultry
Aug-1991,1991,8,Million Pounds,Turkey,571.29,Poultry
Jul-1991,1991,7,Million Pounds,Turkey,503.06,Poultry
Jun-1991,1991,6,Million Pounds,Turkey,453.41,Poultry
May-1991,1991,5,Million Pounds,Turkey,408.46,Poultry
Apr-1991,1991,4,Million Pounds,Turkey,370,Poultry
Mar-1991,1991,3,Million Pounds,Turkey,342.22,Poultry
Feb-1991,1991,2,Million Pounds,Turkey,302.51,Poultry
Jan-1991,1991,1,Million Pounds,Turkey,306.42,Poultry
Dec-1990,1990,12,Million Pounds,Turkey,338.4,Poultry
Nov-1990,1990,11,Million Pounds,Turkey,625.12,Poultry
Oct-1990,1990,10,Million Pounds,Turkey,623.63,Poultry
Sep-1990,1990,9,Million Pounds,Turkey,593.13,Poultry
Aug-1990,1990,8,Million Pounds,Turkey,541.67,Poultry
Jul-1990,1990,7,Million Pounds,Turkey,481.29,Poultry
Jun-1990,1990,6,Million Pounds,Turkey,405.6,Poultry
May-1990,1990,5,Million Pounds,Turkey,354.94,Poultry
Apr-1990,1990,4,Million Pounds,Turkey,317.9,Poultry
Mar-1990,1990,3,Million Pounds,Turkey,276.29,Poultry
Feb-1990,1990,2,Million Pounds,Turkey,268.37,Poultry
Jan-1990,1990,1,Million Pounds,Turkey,235.94,Poultry
Dec-1989,1989,12,Million Pounds,Turkey,258.56,Poultry
Nov-1989,1989,11,Million Pounds,Turkey,571.81,Poultry
Oct-1989,1989,10,Million Pounds,Turkey,569.28,Poultry
Sep-1989,1989,9,Million Pounds,Turkey,574.3,Poultry
Aug-1989,1989,8,Million Pounds,Turkey,496.89,Poultry
Jul-1989,1989,7,Million Pounds,Turkey,454.61,Poultry
Jun-1989,1989,6,Million Pounds,Turkey,355.65,Poultry
May-1989,1989,5,Million Pounds,Turkey,298.7,Poultry
Apr-1989,1989,4,Million Pounds,Turkey,269.24,Poultry
Mar-1989,1989,3,Million Pounds,Turkey,263.11,Poultry
